sample_id,sample_dir,exists,has_sequences,shape_sequences,dtype_sequences,has_dssp_labels,shape_dssp_labels,dtype_dssp_labels,has_dynamic_features,shape_dynamic_features,dtype_dynamic_features,has_contact_maps,shape_contact_maps,dtype_contact_maps,has_contact_features,shape_contact_features,dtype_contact_features,has_residue_features,shape_residue_features,dtype_residue_features,has_seq_masks,shape_seq_masks,dtype_seq_masks,has_y_masks,shape_y_masks,dtype_y_masks,has_sequence_times_ps,length,ready,sample_id_int,split
244,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/244,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,244,train
245,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/245,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,245,train
246,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/246,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,246,train
247,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/247,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,247,test
248,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/248,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,248,train
249,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/249,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,249,train
250,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/250,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,250,train
251,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/251,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,251,test
252,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/252,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,252,train
253,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/253,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,253,train
254,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/254,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,254,train
255,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/255,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,255,train
256,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/256,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,256,train
257,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/257,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,257,test
258,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/258,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,258,train
259,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/259,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,259,test
260,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/260,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,260,train
261,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/261,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,261,train
262,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/262,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,262,train
263,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/263,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,263,train
264,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/264,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,264,train
265,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/265,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,265,test
266,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/266,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,266,train
267,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/267,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,267,train
268,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/268,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,268,train
269,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/269,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,269,train
270,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/270,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,270,train
271,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/271,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,271,train
272,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/272,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,272,train
273,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/273,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,273,test
274,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/274,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,274,test
275,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/275,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,275,train
276,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/276,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,276,train
277,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/277,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,277,train
278,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/278,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,278,test
279,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/279,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,279,train
280,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/280,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,280,train
281,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/281,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,281,train
282,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/282,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,282,train
283,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/283,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,283,train
284,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/284,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,284,train
285,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/285,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,285,train
286,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/286,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,286,test
287,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/287,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,287,train
288,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/288,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,288,train
289,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/289,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,289,train
290,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/290,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,290,test
291,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/291,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,291,test
292,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/292,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,292,train
293,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/293,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,293,test
294,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/294,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,294,train
295,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/295,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,295,train
296,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/296,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,296,train
297,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/297,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,297,train
298,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/298,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,298,train
299,/media/zj/f6835876-8873-4931-8383-70fe383c9b741/IDPss-output/preprocess_data_current_clean_300_model10v2_threshold50_65_78_20260605/299,True,True,42501.0,float32,True,8501x46,int64,True,8501x11,float32,True,8501x46x46,float32,True,8501x6,float32,True,46x55,float32,True,42501.0,int64,True,8501x46,int64,False,46.0,True,299,train
